dbn,school_name,school_type,enrollment,survey_pp_ri,survey_pp_ct,survey_pp_se,survey_pp_es,survey_pp_sf,survey_pp_tr,qr_1_1,qr_1_2,qr_2_2,qr_3_4,qr_4_2,qr_1_4,qr_1_3,qr_3_1,qr_4_1,qr_5_1,dates_of_review,rating_ela_grade_8_pct_rs,rating_mth_grade_8_pct_rs,gender_female_pct,gender_male_pct,ell,iep,cap_sc_pct,borough,year,total_enrollment,grade_3k,grade_pk_half_day_full_day,grade_k,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,female,female_1,male,male_1,asian,asian_1,black,black_1,hispanic,hispanic_1,multi_racial,multi_racial_1,native_american,native_american_1,white,white_1,missing_race_ethnicity_data,missing_race_ethnicity_data_1,students_with_disabilities,students_with_disabilities_1,english_language_learners,english_language_learners_1,poverty,poverty_1,economic_need_index
06M468,High School for Health Careers and Sciences,High School,401,0.77,0.76,0.75,0.81,1.0,0.88,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Well Developed,2018-05-01T00:00:00.000,2.44,2.25,0.534,0.466,0.411,0.187,0.002,Manhattan,2017-18,463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,130.0,88.0,94.0,226.0,0.488,237.0,0.512,11.0,0.024,69.0,0.149,372.0,0.803,0.0,0.0,2.0,0.004,3.0,0.006,6.0,0.013,89.0,0.192,178.0,0.384,,,0.935
06M540,A. Philip Randolph Campus High School,High School,1409,,,,,,,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,2017-01-01T00:00:00.000,2.84,2.67,0.512,0.488,0.121,0.173,0.018,Manhattan,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06M552,Gregorio Luperon High School for Science and Mathe,High School,521,0.89,0.9,0.85,0.94,0.94,0.93,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,2017-05-01T00:00:00.000,2.03,2.13,0.551,0.449,0.752,0.027,0.002,Manhattan,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07X221,South Bronx Preparatory: A College Board School,High School,398,0.88,0.95,0.85,0.96,0.93,0.95,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,2020-03-01T00:00:00.000,2.86,2.57,0.525,0.475,0.043,0.241,0.003,Bronx,2019-20,652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,89.0,86.0,108.0,96.0,92.0,102.0,347.0,0.532,305.0,0.468,10.0,0.015,152.0,0.233,470.0,0.721,1.0,0.002,3.0,0.005,15.0,0.023,1.0,0.002,170.0,0.261,35.0,0.054,,,0.9470000000000001
07X223,The Laboratory School of Finance and Technology: X,High School,386,0.73,0.91,0.73,0.98,0.81,0.83,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,2019-10-01T00:00:00.000,3.11,3.29,0.474,0.526,0.036,0.199,0.0,Bronx,2019-20,683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,111.0,79.0,113.0,99.0,88.0,86.0,347.0,0.508,336.0,0.492,6.0,0.009,113.0,0.165,554.0,0.811,1.0,0.001,4.0,0.006,5.0,0.007,0.0,0.0,131.0,0.192,35.0,0.051,637.0,0.9329999999999999,0.909
07X259,"H.E.R.O. High (Health, Education, and Research Occ",High School,532,0.81,0.94,0.73,0.95,0.92,0.94,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,2018-05-01T00:00:00.000,2.72,2.46,0.679,0.321,0.077,0.226,0.024,Bronx,2017-18,496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,120.0,117.0,143.0,359.0,0.724,137.0,0.276,7.0,0.014,191.0,0.385,287.0,0.579,2.0,0.004,4.0,0.008,3.0,0.006,2.0,0.004,107.0,0.216,51.0,0.103,414.0,0.835,0.865
07X334,International Community High School,High School,410,0.77,0.88,0.81,0.88,0.84,0.91,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,2017-11-01T00:00:00.000,1.77,1.8,0.502,0.498,0.81,0.085,0.002,Bronx,2017-18,436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,129.0,113.0,77.0,205.0,0.47,231.0,0.53,19.0,0.044,65.0,0.149,337.0,0.773,4.0,0.009,4.0,0.009,7.0,0.016,0.0,0.0,26.0,0.06,371.0,0.851,,,
07X427,Community School for Social Justice,High School,310,0.91,1.0,1.0,1.0,0.99,1.0,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,2019-12-01T00:00:00.000,2.4,2.08,0.487,0.513,0.223,0.265,0.01,Bronx,2019-20,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,98.0,57.0,42.0,151.0,0.487,159.0,0.513,0.0,0.0,79.0,0.255,223.0,0.719,0.0,0.0,3.0,0.01,3.0,0.01,2.0,0.006,83.0,0.268,72.0,0.232,288.0,0.929,0.9420000000000001
07X473,Mott Haven Village Preparatory High School,High School,302,0.69,0.7,0.67,0.74,0.87,0.82,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,2016-12-01T00:00:00.000,2.43,2.05,0.437,0.563,0.152,0.305,0.026,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07X495,University Heights Secondary School,High School,581,,,,,,,Proficient,Proficient,Proficient,Well Developed,Proficient,No Data,No Data,No Data,No Data,No Data,2015-03-19T00:00:00.000,3.35,3.33,0.59,0.41,0.026,0.177,0.0,Bronx,2014-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07X500,Hostos-Lincoln Academy of Science,High School,371,0.81,0.84,0.78,0.88,0.87,0.93,Proficient,Developing,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,2017-02-01T00:00:00.000,3.13,2.85,0.504,0.496,0.024,0.175,0.005,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07X522,Bronx Design and Construction Academy,High School,382,0.71,0.72,0.69,0.74,0.84,0.84,Proficient,Developing,Proficient,Proficient,Proficient,No Data,No Data,No Data,No Data,No Data,2016-03-03T00:00:00.000,2.54,2.38,0.136,0.864,0.089,0.374,0.037,Bronx,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07X527,Bronx Leadership Academy II High School,High School,496,0.73,0.73,0.72,0.78,0.92,0.79,Proficient,Proficient,Developing,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Well Developed,Proficient,2017-11-01T00:00:00.000,2.55,2.25,0.45,0.55,0.123,0.296,0.038,Bronx,2017-18,513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,151.0,118.0,76.0,221.0,0.431,292.0,0.569,5.0,0.01,141.0,0.275,354.0,0.69,0.0,0.0,2.0,0.004,7.0,0.014,4.0,0.008,137.0,0.267,89.0,0.173,,,0.9209999999999999
07X548,Careers in Sports High School,High School,499,0.62,0.93,0.71,,,0.81,Proficient,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Proficient,2017-03-01T00:00:00.000,2.54,2.42,0.248,0.752,0.154,0.273,0.0,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07X551,The Urban Assembly Bronx Academy of Letters,High School,333,0.78,0.86,0.72,0.9,0.93,0.94,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,2017-05-01T00:00:00.000,2.5,2.06,0.489,0.511,0.108,0.24,0.084,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07X600,Alfred E. Smith Career and Technical Education Hig,High School,435,0.76,0.8,0.65,0.83,0.87,0.83,Developing,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Developing,2017-05-01T00:00:00.000,2.47,2.27,0.124,0.876,0.154,0.269,0.048,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07X670,Health Opportunities High School,High School,476,,,,0.9,0.88,0.9,Developing,Developing,Developing,Proficient,Developing,Proficient,Proficient,Developing,Developing,Developing,2019-04-01T00:00:00.000,2.53,2.24,0.607,0.393,0.113,0.275,0.004,Bronx,2018-19,497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,136.0,93.0,117.0,312.0,0.628,185.0,0.372,4.0,0.008,187.0,0.376,290.0,0.584,1.0,0.002,10.0,0.02,4.0,0.008,1.0,0.002,111.0,0.223,68.0,0.137,440.0,0.885,0.917
08X269,Bronx Studio School for Writers and Artists,High School,326,0.51,0.57,0.35,0.47,0.63,0.57,Proficient,Developing,Developing,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,2017-03-01T00:00:00.000,2.64,2.27,0.512,0.488,0.098,0.242,0.006,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08X282,Women's Academy of Excellence,High School,230,0.96,0.91,0.89,0.88,0.89,0.91,Proficient,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,2016-10-01T00:00:00.000,2.48,2.21,1.0,0.0,0.209,0.196,0.0,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08X293,Renaissance High School for Musical Theater and th,High School,431,0.8,0.92,0.82,0.96,0.83,0.94,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,2019-03-01T00:00:00.000,2.65,2.34,0.592,0.408,0.039,0.216,0.002,Bronx,2018-19,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,120.0,116.0,98.0,276.0,0.6,184.0,0.4,17.0,0.037,111.0,0.241,294.0,0.639,0.0,0.0,3.0,0.007,30.0,0.065,5.0,0.011,106.0,0.23,27.0,0.059,342.0,0.743,0.7959999999999999
08X312,Millennium Art Academy,High School,406,0.88,0.91,0.92,0.87,0.91,0.91,Developing,Developing,Developing,Proficient,Developing,Proficient,Proficient,Developing,Proficient,Developing,2017-03-01T00:00:00.000,2.74,2.35,0.586,0.414,0.047,0.232,0.0,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08X320,Pelham Lab High School,High School,450,0.71,0.78,0.63,0.85,0.94,0.95,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,2017-12-01T00:00:00.000,2.68,2.36,0.456,0.544,0.144,0.198,0.007,Bronx,2017-18,466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,119.0,106.0,75.0,213.0,0.457,253.0,0.543,34.0,0.073,108.0,0.232,270.0,0.579,1.0,0.002,8.0,0.017,36.0,0.077,9.0,0.019,105.0,0.225,59.0,0.127,412.0,0.884,0.8220000000000001
08X348,Schuylerville Preparatory High School,High School,383,,,,0.93,0.89,0.96,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,2017-01-01T00:00:00.000,2.62,2.31,0.426,0.574,0.149,0.225,0.003,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08X349,Bronx River High School,High School,460,0.87,0.84,0.82,0.93,0.87,0.89,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Proficient,Well Developed,Proficient,2018-02-01T00:00:00.000,2.54,2.33,0.391,0.609,0.141,0.257,0.007,Bronx,2017-18,405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,103.0,97.0,95.0,169.0,0.417,236.0,0.583,21.0,0.052,87.0,0.215,266.0,0.657,0.0,0.0,10.0,0.025,20.0,0.049,1.0,0.002,109.0,0.269,66.0,0.163,334.0,0.825,0.867
08X367,"Archimedes Academy for Math, Science and Technolog",High School,322,,,,,,,Proficient,Proficient,Proficient,Proficient,Developing,Well Developed,Proficient,Proficient,Proficient,Proficient,2017-02-01T00:00:00.000,2.55,2.3,0.382,0.618,0.121,0.27,0.081,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08X376,Antonia Pantoja Preparatory Academy: A College Boa,High School,228,0.71,0.88,0.63,0.88,0.92,0.92,Developing,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Developing,2017-03-01T00:00:00.000,2.57,2.08,0.399,0.601,0.149,0.268,0.0,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08X405,Herbert H. Lehman High School,High School,898,,,,0.92,0.85,0.9,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,2018-04-01T00:00:00.000,2.78,2.52,0.403,0.597,0.11,0.235,0.04,Bronx,2017-18,732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,158.0,163.0,106.0,277.0,0.378,455.0,0.622,112.0,0.153,172.0,0.235,358.0,0.489,0.0,0.0,7.0,0.01,77.0,0.105,6.0,0.008,177.0,0.242,99.0,0.135,599.0,0.818,0.778
08X432,Bronx Bridges High School,High School,341,0.87,0.96,0.85,0.96,0.95,0.94,Developing,Developing,Proficient,Well Developed,Proficient,No Data,No Data,No Data,No Data,No Data,2015-01-08T00:00:00.000,1.95,1.91,0.428,0.572,0.762,0.114,0.003,Bronx,2014-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08X452,Gotham Collaborative High School,High School,485,0.72,0.86,0.67,0.93,0.91,0.92,Proficient,Proficient,Proficient,Well Developed,Proficient,No Data,No Data,No Data,No Data,No Data,2015-05-08T00:00:00.000,2.46,2.21,0.392,0.608,0.134,0.256,0.004,Bronx,2014-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08X530,Longwood Preparatory Academy,High School,328,0.78,0.92,0.73,0.96,0.96,0.93,Proficient,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Proficient,Well Developed,Proficient,2018-05-01T00:00:00.000,2.4,2.06,0.473,0.527,0.159,0.305,0.009,Bronx,2017-18,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,51.0,38.0,41.0,79.0,0.397,120.0,0.603,3.0,0.015,59.0,0.296,132.0,0.663,0.0,0.0,0.0,0.0,4.0,0.02,1.0,0.005,61.0,0.307,43.0,0.216,181.0,0.91,0.95
08X558,Westchester Square Academy,High School,508,0.72,0.78,0.64,0.8,0.82,0.85,Well Developed,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,2019-05-01T00:00:00.000,2.81,2.52,0.453,0.547,0.087,0.207,0.01,Bronx,2018-19,554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,153.0,110.0,114.0,251.0,0.453,303.0,0.547,35.0,0.063,135.0,0.244,312.0,0.563,0.0,0.0,5.0,0.009,60.0,0.108,7.0,0.013,114.0,0.206,53.0,0.096,452.0,0.816,0.753
08X559,School for Tourism and Hospitality,High School,249,0.5,0.58,0.5,0.54,0.87,0.8,Proficient,Developing,Developing,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,2017-03-01T00:00:00.000,2.36,2.03,0.598,0.402,0.233,0.345,0.016,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08X561,Bronx Compass High School,High School,374,0.77,0.83,0.64,0.79,0.66,0.85,Developing,Developing,Developing,Developing,Under Developed,Developing,Developing,Developing,Developing,Developing,2017-04-01T00:00:00.000,2.65,2.43,0.369,0.631,0.112,0.265,0.011,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09X227,Bronx Collegiate Academy,High School,350,0.86,0.97,0.81,0.98,0.84,0.91,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Proficient,2018-04-01T00:00:00.000,2.55,2.25,0.517,0.483,0.149,0.251,0.011,Bronx,2017-18,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,116.0,91.0,72.0,200.0,0.505,196.0,0.495,12.0,0.03,80.0,0.202,295.0,0.745,0.0,0.0,0.0,0.0,6.0,0.015,3.0,0.008,96.0,0.242,87.0,0.22,342.0,0.8640000000000001,0.93
09X231,Eagle Academy for Young Men,High School,289,0.69,0.87,0.61,0.9,0.84,0.9,Proficient,Developing,Developing,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Developing,2017-05-01T00:00:00.000,2.48,2.5,0.0,1.0,0.048,0.277,0.055,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09X241,Urban Assembly School for Applied Math and Science,High School,341,0.74,0.83,0.7,0.87,0.91,0.9,Proficient,Proficient,Developing,Proficient,Developing,Proficient,Well Developed,Proficient,Well Developed,Proficient,2019-01-01T00:00:00.000,2.61,2.76,0.469,0.531,0.103,0.293,0.018,Bronx,2018-19,606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,91.0,94.0,84.0,83.0,86.0,81.0,294.0,0.485,312.0,0.515,3.0,0.005,178.0,0.294,417.0,0.688,2.0,0.003,4.0,0.007,2.0,0.003,0.0,0.0,172.0,0.284,77.0,0.127,573.0,0.946,0.909
09X250,Eximius College Preparatory Academy: A College Boa,High School,393,0.91,0.86,0.81,0.89,0.98,0.91,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,2020-02-01T00:00:00.000,2.86,2.61,0.545,0.455,0.071,0.242,0.003,Bronx,2019-20,393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,102.0,96.0,86.0,214.0,0.545,179.0,0.455,6.0,0.015,128.0,0.326,246.0,0.626,0.0,0.0,9.0,0.023,1.0,0.003,3.0,0.008,96.0,0.244,30.0,0.076,337.0,0.858,0.889
09X252,Mott Hall Bronx High School,High School,356,0.56,0.47,0.61,0.42,0.63,0.68,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,2017-10-01T00:00:00.000,2.66,2.38,0.528,0.472,0.084,0.247,0.011,Bronx,2017-18,387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,94.0,99.0,102.0,198.0,0.512,189.0,0.488,3.0,0.008,91.0,0.235,284.0,0.734,0.0,0.0,2.0,0.005,3.0,0.008,4.0,0.01,95.0,0.245,33.0,0.085,358.0,0.925,0.895
09X260,Bronx Center for Science and Mathematics,High School,441,0.76,0.9,0.78,0.9,0.86,0.94,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,2019-11-01T00:00:00.000,3.04,2.93,0.522,0.478,0.05,0.211,0.034,Bronx,2019-20,441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,111.0,107.0,100.0,230.0,0.522,211.0,0.478,30.0,0.068,97.0,0.22,293.0,0.664,2.0,0.005,5.0,0.011,11.0,0.025,3.0,0.007,92.0,0.209,23.0,0.052,372.0,0.8440000000000001,0.8270000000000001
09X263,Validus Preparatory Academy,High School,359,0.67,0.78,0.69,0.8,0.9,0.85,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,2017-03-01T00:00:00.000,2.53,2.22,0.513,0.487,0.117,0.251,0.061,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09X297,Morris Academy for Collaborative Studies,High School,432,0.84,0.93,0.84,0.95,0.98,0.96,Well Developed,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,2017-11-01T00:00:00.000,2.59,2.29,0.521,0.479,0.127,0.252,0.035,Bronx,2017-18,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,93.0,85.0,95.0,200.0,0.499,201.0,0.501,6.0,0.015,115.0,0.287,274.0,0.683,0.0,0.0,1.0,0.002,4.0,0.01,1.0,0.002,114.0,0.284,70.0,0.175,,,0.912
09X324,Bronx Early College Academy for Teaching & Learnin,High School,283,,,,0.86,0.92,0.92,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,2017-05-01T00:00:00.000,3.05,2.86,0.459,0.541,0.042,0.194,0.004,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09X327,Comprehensive Model School Project M.S. 327,High School,406,0.84,0.87,0.81,0.91,0.91,0.96,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Proficient,2019-03-01T00:00:00.000,2.84,2.97,0.448,0.552,0.113,0.288,0.101,Bronx,2018-19,735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,106.0,96.0,111.0,105.0,104.0,113.0,362.0,0.493,373.0,0.507,2.0,0.003,143.0,0.195,580.0,0.789,1.0,0.001,1.0,0.001,8.0,0.011,0.0,0.0,193.0,0.263,83.0,0.113,656.0,0.893,0.912
09X329,DreamYard Preparatory School,High School,271,0.9,0.92,0.87,0.94,0.92,0.95,Proficient,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,Proficient,2017-03-01T00:00:00.000,2.52,2.31,0.568,0.432,0.192,0.229,0.007,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09X365,Academy for Language and Technology,High School,331,0.88,0.86,0.92,0.9,0.94,0.95,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,No Data,No Data,No Data,No Data,No Data,2016-01-07T00:00:00.000,1.96,2.14,0.45,0.55,0.668,0.051,0.0,Bronx,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09X403,Bronx International High School,High School,375,0.81,0.96,0.81,0.95,0.86,0.93,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,2018-05-01T00:00:00.000,1.91,1.97,0.528,0.472,0.88,0.045,0.003,Bronx,2017-18,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,97.0,100.0,95.0,213.0,0.514,201.0,0.486,11.0,0.027,55.0,0.133,333.0,0.804,0.0,0.0,4.0,0.01,11.0,0.027,0.0,0.0,17.0,0.041,388.0,0.937,,,
09X404,School for Excellence,High School,249,0.59,0.56,0.57,0.44,0.78,0.56,Developing,Developing,Developing,Developing,Developing,Proficient,Developing,Developing,Developing,Developing,2017-03-01T00:00:00.000,2.27,1.99,0.478,0.522,0.257,0.257,0.004,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09X412,Bronx High School of Business,High School,303,0.74,0.74,0.71,0.78,0.83,0.85,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,2018-03-01T00:00:00.000,2.33,2.05,0.416,0.584,0.363,0.238,0.01,Bronx,2017-18,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,93.0,45.0,47.0,126.0,0.444,158.0,0.556,7.0,0.025,65.0,0.229,205.0,0.722,0.0,0.0,1.0,0.004,5.0,0.018,1.0,0.004,73.0,0.257,115.0,0.405,255.0,0.898,
09X413,Bronx High School for Medical Science,High School,284,0.89,0.92,0.86,0.92,0.93,0.98,Proficient,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,2017-04-01T00:00:00.000,3.04,2.98,0.574,0.426,0.07,0.225,0.092,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09X505,"Bronx School for Law, Government and Justice",High School,466,0.72,0.85,0.68,0.97,0.91,0.91,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,2017-10-01T00:00:00.000,3.09,2.67,0.59,0.41,0.073,0.219,0.03,Bronx,2017-18,771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,91.0,89.0,126.0,136.0,112.0,122.0,431.0,0.559,340.0,0.441,9.0,0.012,190.0,0.246,550.0,0.713,1.0,0.001,3.0,0.004,7.0,0.009,11.0,0.014,161.0,0.209,80.0,0.104,701.0,0.909,0.872
09X517,Frederick Douglass Academy III Secondary School,High School,333,0.68,0.86,0.74,0.91,0.93,0.92,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,2018-02-01T00:00:00.000,2.4,2.08,0.453,0.547,0.183,0.276,0.009,Bronx,2017-18,424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,120.0,95.0,103.0,175.0,0.413,249.0,0.587,4.0,0.009,183.0,0.432,222.0,0.524,1.0,0.002,4.0,0.009,7.0,0.017,3.0,0.007,95.0,0.224,60.0,0.142,371.0,0.875,0.929
09X525,Bronx Leadership Academy High School,High School,466,0.67,0.7,0.72,0.66,0.78,0.59,Well Developed,Developing,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,2017-04-01T00:00:00.000,2.41,2.1,0.466,0.534,0.157,0.283,0.006,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09X543,High School for Violin and Dance,High School,225,0.8,0.86,0.74,0.86,0.87,0.92,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,2017-03-01T00:00:00.000,2.37,2.12,0.711,0.289,0.182,0.307,0.0,Bronx,2016-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09X564,Claremont International HS,High School,363,0.8,0.98,0.78,1.0,0.97,0.96,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,No Data,No Data,No Data,No Data,No Data,2015-04-15T00:00:00.000,1.81,1.95,0.504,0.496,0.837,0.08,0.003,Bronx,2014-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
